,Unnamed: 0,word,lemma,onset,offset,logfreq,pos,section,top_down,bottom_up,left_corner,pos_score,neg_score,obj_score,conv_pos,conv_neg,conv_pos(w=3),conv_neg(w=3),conv_pos(w=5),conv_neg(w=5),emo_flag
13819,13819,question,question,142.05100000000002,142.611,5.640984659832161,NOUN,9,2,6,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13820,13820,but,but,143.045,143.14,8.170553440359209,CCONJ,9,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13821,13821,he,he,143.14,143.28,8.557202055435473,PRON,9,3,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13822,13822,added,added,143.28,143.685,4.8877140805837485,VERB,9,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13823,13823,i,i,144.304,144.418,8.500758884952813,PRON,9,2,2,2,0.0,0.25,0.75,0.0,0.25,0.0,0.25,0.0,0.25,0
13824,13824,m,am,144.418,144.50799999999998,5.700109069289892,AUX,9,2,1,2,0.0,0.0,1.0,0.0,0.125,0.0,0.125,0.0,0.2,0
13825,13825,also,also,144.50799999999998,144.858,7.181591944611865,ADV,9,2,2,2,0.0,0.0,1.0,0.0,0.0625,0.0,0.0625,0.0,0.15,0
13826,13826,going,going,144.858,145.189,5.569183846071256,VERB,9,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0
13827,13827,back,back,145.189,145.47799999999998,6.243623063490716,ADV,9,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0
13828,13828,home,home,145.47799999999998,145.679,5.806399229642964,ADV,9,1,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13829,13829,today,today,145.679,146.09799999999998,4.926891300663295,NOUN,9,2,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13830,13830,then,then,146.916,147.111,7.007600613951853,ADV,9,4,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13831,13831,he,he,147.111,147.241,8.557202055435473,PRON,9,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13832,13832,said,said,147.241,147.541,6.866599895560644,VERB,9,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13833,13833,sadly,sadly,147.541,148.066,2.040570767290842,ADV,9,2,4,3,0.0,0.625,0.375,0.0,0.625,0.0,0.625,0.0,0.625,1
13834,13834,it,it,148.68,148.795,8.891153872448442,PRON,9,2,2,2,0.0,0.0,1.0,0.0,0.3125,0.0,0.3125,0.0,0.5,0
13835,13835,s,is,148.795,148.845,9.270023374137356,AUX,9,2,1,2,0.0,0.0,1.0,0.0,0.15625,0.0,0.15625,0.0,0.375,0
13836,13836,a,a,148.845,148.885,9.87220326249636,DET,9,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0
